"x","y","psi","spp"
301.417501177639,451.315549667925,2,15
30.6513921823353,488.571372581646,3,21
968.233431456611,643.060729373246,2,30
468.383842380717,736.687158932909,2,15
305.761743104085,878.927484154701,3,46
375.016120728105,854.148066835478,3,39
458.703596610576,18.9334875904024,1,16
547.037927201018,900.65752575174,3,30
400.76305042021,817.449709866196,3,20
702.776766614988,791.305137099698,2,18
632.614134810865,598.91047840938,2,9
421.646181726828,997.520003467798,2,13
16.860478091985,317.071632482111,2,28
951.981643913314,623.03188466467,2,15
584.550127619877,63.726972322911,1,7
623.427474871278,798.109106253833,2,2
416.046282975003,472.756771370769,1,14
726.277044974267,85.4007573798299,1,33
473.579701036215,884.940471034497,3,30
76.4220280107111,93.5181812383235,2,29
599.399074679241,31.7601270508021,1,38
318.106894847006,313.57375276275,1,18
601.019544061273,714.315408142284,2,15
312.814290402457,453.373918309808,3,39
789.231854956597,157.514634076506,1,44
847.881254507229,286.232436541468,1,38
379.029407398775,889.801623299718,3,45
136.591104790568,492.81829292886,1,4
376.327144680545,27.0099805202335,1,46
179.71661593765,231.624778127298,3,38
292.582500725985,754.521553171799,3,40
854.080236051232,391.802415484563,2,44
926.893662894145,77.8338846284896,1,2
74.9571772757918,690.931654069573,3,1
362.684623803943,942.614144412801,2,9
702.832322567701,643.462960142642,2,7
667.946178233251,461.418485967442,2,15
147.56621629931,580.008299555629,2,13
85.1103686727583,722.947959089652,1,20
534.817600157112,533.724935492501,1,30
712.915482930839,692.087959963828,3,40
430.88884302415,294.559625908732,1,7
513.826677808538,583.304829895496,3,29
296.730849193409,146.051784278825,2,9
160.350661259145,437.453036429361,2,27
539.557006442919,72.3024890758097,1,21
467.182375490665,913.143042242154,3,38
153.838832164183,94.8562177363783,1,30
931.667029857635,85.6741128955036,2,44
666.417392436415,375.72611682117,2,17
521.403310354799,580.69962868467,3,7
933.56084311381,975.971923209727,2,9
766.916632885113,479.048643261194,2,44
393.287503393367,651.436479063705,3,38
677.955884952098,896.243891911581,3,34
808.274519164115,550.430492730811,2,9
526.975248241797,510.205014841631,2,19
111.936504254118,753.114067949355,2,32
954.237199621275,66.3525895215571,1,12
29.1963201016188,517.779520945624,2,39
154.787195846438,527.670331997797,2,22
205.429597059265,237.483348697424,2,1
899.963925592601,339.749574195594,2,19
773.908919887617,601.805860409513,2,9
967.672725440934,973.725534044206,2,11
780.408773804083,490.396663313732,2,45
970.545437419787,774.077463662252,2,32
36.9257479906082,520.07248881273,1,9
488.168987445533,397.097675595433,2,27
535.386512754485,717.986634001136,3,33
365.268702153116,801.183215109631,3,46
428.555515129119,947.041316423565,3,34
912.307434715331,460.538676707074,2,15
70.5489413812757,170.524537563324,3,45
554.097416112199,610.772203654051,1,42
687.966642668471,640.083949547261,2,47
785.600771196187,978.263256140053,2,7
345.376566750929,772.288539679721,2,32
435.532831819728,670.48375424929,2,15
432.631121017039,676.712932763621,3,30
182.926913257688,854.015728225932,1,9
13.3806201629341,736.072936793789,2,21
666.553064947948,559.024022426456,1,38
843.307626666501,703.440697165206,2,2
849.819036200643,629.055240890011,2,9
699.951385846362,91.1516270134598,2,11
572.315680794418,937.705384101719,3,39
604.426177917048,80.821777228266,1,13
656.840747687966,564.434887375683,1,29
348.913165042177,896.264305803925,3,38
472.531652543694,765.937467338517,3,45
344.780120998621,874.669037293643,2,39
654.961243504658,774.098143447191,2,36
589.844970498234,904.002001741901,3,33
213.931300677359,170.199505984783,1,46
270.547835621983,787.170722382143,3,33
86.4293708000332,846.368294674903,3,25
705.625737085938,326.552700484172,2,9
753.342960495502,634.997467277572,3,17
818.576872581616,891.395995859057,2,32
941.12145411782,870.551252970472,2,9
920.230288757011,455.305092502385,2,19
496.876682154834,796.657874947414,3,21
224.948385730386,332.387823378667,2,42
814.872920978814,466.705641010776,2,15
491.785386111587,900.373426266015,1,17
715.835820883512,465.931674465537,2,32
554.823877289891,409.221146022901,2,43
825.655018910766,889.112330274656,2,32
178.384184138849,638.78730032593,2,29
535.114676924422,903.065527556464,2,22
717.869281070307,468.453545356169,2,35
978.721107821912,782.164904754609,2,35
617.489431984723,457.857909612358,1,18
408.317652065307,746.172587154433,2,28
194.260944146663,996.599389938638,3,17
170.626550680026,335.885361768305,1,17
208.930403459817,849.365244852379,3,42
524.491522694007,884.708468103781,2,35
681.734971702099,62.5381891150028,1,7
248.353468254209,568.513146135956,1,35
715.151916956529,466.435538837686,2,12
386.344122234732,98.9036494866014,1,18
921.186585444957,582.826063968241,1,38
366.613881662488,533.828358631581,3,25
523.451220244169,730.062370421365,2,43
139.596644323319,64.4110338762403,1,28
279.795902548358,876.346163684502,3,28
419.436215423048,235.2322305087,2,11
606.467223959044,772.259437711909,2,22
194.650209741667,921.754672192037,3,40
859.493479132652,872.386337723583,2,42
687.244365457445,292.44446917437,2,19
441.731916042045,142.209223937243,2,17
656.486188294366,444.271052721888,1,18
262.631516205147,742.722400231287,2,1
682.431690162048,5.13971387408674,2,19
699.890170246363,988.37705142796,1,17
380.949944490567,194.750638445839,1,49
865.451850695536,554.619260365143,2,15
264.87330137752,536.978129530326,2,30
308.181369910017,904.304447118193,3,31
690.456002252176,937.671711435542,2,42
664.287323830649,966.269569238648,3,14
94.1827888600528,659.459931543097,3,9
140.660252189264,231.051774695516,1,2
915.814915439114,685.965657234192,2,22
265.710765728727,428.288733121008,2,32
748.028053203598,363.680991576985,2,9
799.579605460167,294.047934701666,2,12
113.299392396584,583.760318811983,1,26
476.290228078142,741.141005186364,3,33
558.065855642781,236.936814850196,2,30
469.22524087131,6.19871425442398,1,48
896.803026786074,22.4024879280478,2,13
661.554596154019,103.608417790383,1,9
582.310689613223,504.933634772897,1,18
83.8065119460225,960.739647969604,3,25
660.749714588746,219.89558194764,2,2
69.1502073314041,113.140787696466,1,20
70.3712473623455,946.994877653196,3,46
548.578767105937,236.496377270669,2,12
906.865925295278,131.678207311779,2,35
884.129757760093,293.959465809166,2,9
319.456679513678,509.721440263093,2,23
399.723674403504,950.578158954158,3,33
271.656792843714,127.127608750015,1,16
365.269989240915,277.369192568585,1,14
667.533783242106,581.314784707502,2,2
35.1634745020419,372.148040449247,3,34
26.9897922407836,868.544867960736,3,33
51.4562416356057,91.3043806795031,1,30
161.546123679727,660.892141750082,3,40
392.824132693931,833.739170338959,3,26
296.471778536215,759.762013098225,3,39
36.6545622237027,553.708220366389,1,50
283.17792667076,106.627640547231,1,41
409.629080677405,316.666947910562,2,13
256.967784138396,764.067555777729,3,40
962.80773752369,6.06068456545472,1,44
288.012740202248,55.6820523925126,1,21
433.955090120435,435.677504632622,1,18
465.64640221186,243.654674617574,1,38
790.767562808469,202.753942226991,1,33
358.989122090861,948.073164559901,3,46
165.44336406514,175.069655524567,1,20
491.438051685691,607.771908165887,3,26
25.43929615058,664.296884089708,3,25
493.768297368661,819.536951137707,3,34
962.98456680961,495.121182873845,2,42
274.017013609409,149.083853932098,1,17
905.406462494284,38.6432306841016,1,46
200.106264092028,345.773495733738,1,41
866.214741487056,191.231068223715,1,44
25.0793630257249,476.54177993536,3,40
160.306072793901,875.853152247146,3,33
846.710918936878,541.20885534212,2,15
700.590572087094,953.698519384488,3,28
192.83751398325,435.057119932026,2,12
221.22250450775,605.543519603088,3,37
164.449206320569,656.313549960032,3,7
701.597295235842,211.520879063755,2,22
602.546490496024,916.725904913619,3,33
556.672464124858,4.30719857104123,1,35
315.424824599177,775.262758601457,3,30
61.720073223114,257.161572575569,1,7
342.124935472384,189.864316256717,1,5
218.6357032042,486.29523976706,1,9
436.197173548862,97.7841480635107,1,16
1.13169522956014,845.656100427732,3,7
999.54594951123,198.624163633212,2,19
808.252381160855,96.2831957731396,2,9
241.105643566698,538.453800603747,2,29
575.722375884652,667.734725400805,2,39
232.98120056279,975.730234989896,3,17
802.218636963516,108.382744248956,2,12
232.194476993755,264.509363798425,1,30
286.553442943841,654.15273886174,3,2
726.189287146553,245.220646262169,2,29
885.785760125145,669.864487135783,1,16
712.10726047866,71.5105861891061,1,44
955.855463631451,260.725149419159,2,1
60.9538485296071,578.707047272474,3,45
476.870880927891,413.993851281703,3,10
954.947409918532,112.90365154855,1,4
779.609999852255,722.838903544471,2,30
317.114675883204,183.697346830741,2,15
488.954568980262,603.400436462834,2,44
565.430229064077,743.957995204255,2,32
903.734989464283,503.632959909737,3,34
809.575857594609,122.105716727674,1,18
238.360623130575,47.9312858078629,1,38
511.247928952798,432.999175740406,2,29
220.296551473439,817.936456296593,2,2
860.575552098453,756.636707810685,3,10
90.3003429993987,696.3531288784,3,45
607.404378708452,765.309034613892,3,38
658.422132255509,743.984066415578,2,9
782.775833038613,835.171771701425,2,9
581.81449631229,134.63872182183,1,42
896.269771736115,366.458811797202,2,15
411.193351726979,683.612814405933,3,17
416.782315820456,428.150263382122,2,29
66.2870607338846,783.091746736318,3,47
265.338766621426,798.743988620117,1,9
594.369037775323,708.221574546769,2,12
652.438473887742,64.8580302949995,1,7
329.934336943552,968.022324377671,2,7
420.576004544273,171.426781918854,2,15
861.249080160633,518.057629233226,2,36
22.0379997044802,922.878297744319,3,39
613.302619662136,118.921728804708,1,46
843.584708170965,644.819010281935,2,18
276.730385608971,592.468854272738,3,26
455.080854706466,564.767382806167,3,39
151.391818188131,745.845592347905,3,30
964.726386824623,192.224928643554,2,15
765.079831937328,292.938794242218,3,34
674.851496703923,713.502913014963,2,9
207.5840823818,432.789628161117,2,36
641.47163904272,687.443279894069,3,28
660.795499570668,94.8905239347368,3,30
22.9677059687674,723.007844528183,3,30
423.621817491949,296.058009145781,3,30
880.25866355747,972.974402131513,2,32
340.86311981082,630.050179315731,3,28
642.508511664346,40.3592071961612,2,29
581.745743053034,365.132117411122,3,26
935.493679950014,446.303543867543,2,15
612.036260776222,847.142374608666,2,37
132.630824809894,181.016014423221,1,44
272.627760656178,32.7759482897818,1,28
511.706238845363,748.085472965613,2,15
720.127591863275,107.220854144543,1,20
652.920827968046,709.460503654554,2,2
610.3168760892,50.7832514122128,1,16
64.6152347326279,646.233338164166,3,38
905.847564572468,42.7032730076462,1,30
721.515296725556,298.971894197166,1,21
73.1567565817386,757.97076523304,3,3
139.392533805221,139.629062497988,1,20
123.43014893122,307.870980352163,1,20
575.955790933222,548.845066223294,2,36
481.185565935448,381.110745947808,1,16
572.526374831796,852.529032388702,2,47
564.706278732046,59.1972712427378,1,20
204.188368283212,900.320175103843,3,45
826.630434952676,301.726256264374,1,25
964.766287943348,114.121331367642,2,35
347.221015952528,17.7529868669808,1,5
732.538869604468,323.247052496299,2,45
286.944907857105,77.3943443782628,1,42
279.693911084905,23.3542467467487,1,38
933.46092174761,892.182518495247,3,34
315.493445610628,780.353142879903,3,39
316.587912384421,220.393524738029,1,30
357.167033245787,953.755573136732,3,6
226.578094530851,168.399840826169,1,35
637.388030299917,971.427822951227,2,45
154.32503935881,778.739043744281,2,30
565.225400961936,494.970022467896,1,21
145.78368444927,563.937738770619,2,15
285.492146853358,707.631464116275,2,9
260.649195173755,66.4402041584253,1,44
985.186251578853,17.1083752065897,2,15
919.920553220436,671.106204390526,2,21
768.183866748586,181.343493051827,2,45
473.787896567956,351.352475816384,2,11
505.713981110603,161.038096761331,1,9
480.303205549717,582.007119432092,2,35
64.31724736467,567.982441512868,2,39
695.264061447233,917.084182379767,3,39
420.403177384287,823.038597591221,3,40
612.201899290085,539.272688096389,2,15
910.908010322601,151.043326826766,2,9
482.38056874834,603.560723830014,2,30
473.095739493147,961.371248820797,2,42
984.637620393187,739.001561887562,2,43
867.209994001314,263.691917527467,2,4
599.262199597433,272.098256740719,2,28
712.620228528976,137.055302038789,2,9
224.284537835047,644.705155398697,3,2
369.602880673483,255.368464859203,1,10
978.776675881818,455.412450246513,2,47
719.000235432759,223.381310934201,2,45
223.700770875439,612.296755192801,2,45
290.439906530082,156.789075350389,2,35
705.745798302814,848.780510015786,2,9
537.030986510217,706.344962120056,3,38
11.7022974882275,703.081119107082,3,39
118.821761803702,368.084512883797,2,45
85.7784589752555,292.701864382252,3,17
597.019436303526,616.000833222643,2,15
852.240070467815,255.799108417705,2,23
756.608313880861,448.550779139623,2,45
635.152453789487,791.125368094072,3,11
35.9618908260018,128.280098550022,1,7
878.939870046452,663.195009808987,2,21
360.55790563114,999.45486150682,3,25
947.682927828282,271.68153738603,2,30
414.679852779955,591.788613935933,2,29
390.521073481068,771.454038098454,3,38
273.272760678083,332.275842316449,2,11
122.42130911909,743.15882474184,3,33
385.775735834613,725.581388687715,1,17
809.254157822579,527.072677854449,2,9
802.032668376341,48.9999805577099,2,17
596.460201544687,197.963764891028,2,15
976.056080078706,167.613105848432,2,15
489.840274211019,976.489632856101,3,30
270.72323136963,281.360099324957,1,38
469.291353365406,580.48436534591,2,15
486.494333716109,425.667088711634,2,39
20.1546866446733,257.862152764574,1,28
684.111299226061,778.727538185194,2,2
524.454640923068,364.479539450258,2,15
165.243149269372,243.530779611319,3,22
310.300605837256,496.483988594264,2,45
579.629777697846,161.359420744702,2,1
684.126603184268,967.513243900612,3,1
146.316975587979,415.212215157226,3,10
773.791188839823,746.389573905617,3,25
396.025072783232,333.214279729873,2,19
568.512849276885,447.571147233248,2,21
624.861350050196,255.965820513666,2,42
475.740452762693,459.706934634596,2,11
625.01482362859,817.596411565319,2,9
737.926620291546,457.281003473327,2,15
342.158064013347,342.324993573129,1,2
71.5992527548224,82.5273783411831,1,5
57.1620839182287,348.280642647296,1,44
197.921287734061,441.50310033001,2,7
159.540329128504,958.226287038997,2,15
694.602885749191,968.914379598573,3,34
168.581659439951,360.847059637308,3,46
736.457139486447,263.5748910252,2,43
290.458213537931,988.511139992625,3,38
878.242239588872,473.11474988237,2,9
973.711400059983,584.213160909712,2,42
651.94584056735,262.131849303842,2,13
516.506950370967,751.038732472807,2,36
445.548376766965,438.670391915366,2,43
750.572475604713,432.165607344359,2,43
137.020421447232,389.003535965458,1,28
535.370724508539,691.418749978766,3,33
47.4794881884009,778.031808091328,2,12
416.865678969771,539.16439297609,3,17
871.171548496932,25.2442350611091,1,35
833.62934156321,991.14554701373,3,46
715.541700134054,72.9172443971038,2,43
483.534230152145,108.884437009692,1,18
264.54358943738,82.9880521632731,1,9
163.468182086945,713.513854891062,1,5
179.465116700158,249.582894612104,1,14
299.366191960871,701.127370586619,2,47
840.291831409559,713.00741052255,2,13
776.163388509303,215.824519982561,1,49
186.870384495705,305.192377883941,1,49
845.882877940312,554.520397214219,2,22
907.57630718872,747.871253406629,2,36
22.8336257860065,819.45530581288,3,46
633.429623907432,425.466848071665,2,4
744.459075620398,456.364299403504,2,44
896.539368666708,570.145659148693,2,17
217.90630905889,180.928006069735,1,20
985.725453356281,738.138177897781,2,30
698.129715863615,547.152706421912,2,9
969.030802603811,11.9834470096976,2,12
59.3359600752592,212.782218586653,1,33
768.858009949327,578.891271026805,2,2
639.273134758696,153.000153368339,2,12
215.844593476504,426.432648906484,3,2
200.492422794923,837.234003236517,2,47
190.250313840806,118.269216036424,3,47
427.018828922883,577.579370234162,1,18
111.067980295047,515.060419915244,2,11
512.724883155897,728.49179035984,3,40
947.023279033601,165.597630664706,1,44
240.647387458012,871.138795977458,3,38
690.773398848251,687.247730558738,3,14
170.371705433354,815.433681709692,3,45
945.483999093994,750.939158489928,2,1
881.412512622774,876.355807529762,3,10
737.473452929407,519.018662860617,2,15
496.193165192381,476.622590096667,1,34
142.662885831669,356.591798132285,2,13
954.243024345487,573.138542938977,2,35
43.8249418511987,887.046507792547,3,46
894.055453129113,65.2145682834089,2,22
153.575485572219,403.528532711789,1,4
512.952600605786,265.100854681805,3,38
410.170608898625,83.717867732048,3,26
606.737749185413,813.548521371558,3,6
892.967351945117,669.53674168326,2,13
889.511377085,960.482670227066,2,9
281.325435964391,2.15938920155168,1,5
181.426147930324,666.162729263306,3,10
848.982009338215,599.306560121477,2,35
926.44289904274,800.025666598231,2,32
424.075746675953,120.246028527617,2,2
784.074852475896,648.526987060905,2,23
335.715055232868,465.175160672516,3,30
160.726195434108,114.623787580058,1,33
8.38725664652884,553.17372456193,3,25
602.690238738433,944.039989262819,2,29
950.124847935513,264.64111614041,2,29
229.605530388653,684.2872351408,2,23
221.522816456854,865.960366325453,3,21
193.487765500322,769.984576618299,3,38
775.256633292884,183.254045201465,2,15
145.175335463136,938.035839702934,2,44
932.243394898251,860.198579030111,2,9
967.37467055209,123.616699595004,1,30
744.067364837974,623.948170337826,1,21
421.08708480373,185.094968648627,2,23
689.600103767589,448.215196374804,2,35
943.014853866771,448.309685569257,2,9
400.094743352383,36.4635533187538,1,28
671.363694127649,323.909568833187,2,29
253.683976363391,849.51112489216,3,20
592.856892384589,348.996223881841,2,39
712.984766811132,564.892120659351,2,17
126.072625396773,647.239590762183,3,25
217.902124626562,882.826395099983,3,28
554.757430916652,80.9157390613109,1,18
804.819335229695,809.381348080933,2,15
465.66156973131,536.823234520853,1,49
825.095838168636,250.552523415536,2,15
761.992206098512,25.5651811603457,1,9
214.194180676714,726.350150071084,3,33
940.000966889784,140.017514349893,1,16
913.003835827112,906.954280566424,3,46
92.0904392842203,433.014455949888,2,15
507.838462013751,697.138894349337,3,46
679.623791947961,223.336939001456,2,35
117.822943022475,754.987815162167,3,6
314.005596796051,121.295813005418,1,46
634.438519133255,85.5651912279427,2,22
454.693892039359,371.556285303086,1,1
720.890132477507,924.827946117148,3,28
673.581468639895,452.594401780516,2,32
76.3297160156071,737.635489553213,2,47
137.659935280681,764.686790294945,3,46
845.905490219593,821.861434262246,2,30
543.656263966113,279.912996571511,1,10
625.629131682217,659.573691897094,2,47
902.04512886703,159.631908172742,2,15
307.98284499906,355.547860730439,2,15
118.103152373806,334.205166669562,3,26
443.786448333412,16.5496123954654,1,1
437.371582491323,42.6790204364806,1,7
76.2411602772772,208.826583810151,1,38
330.278366338462,921.384987886995,3,45
721.686078002676,306.250642752275,2,35
869.62730390951,79.5074501074851,1,44
807.566475588828,161.445422098041,2,37
160.560185089707,557.719335891306,3,38
676.040473859757,246.020132908598,2,29
849.663393339142,506.02344959043,2,15
87.5560210552067,517.699112650007,1,16
526.090573286638,862.448744243011,2,15
740.149952704087,857.301933225244,1,18
918.793297139928,888.48090544343,2,44
527.943438384682,606.893333606422,2,35
945.343913510442,662.780766142532,2,32
504.145555896685,557.22821992822,1,7
443.898828467354,233.689807122573,1,14
764.606754761189,513.130180537701,3,39
783.026484539732,584.309393540025,2,47
537.371898535639,244.515271857381,1,42
948.96831177175,49.4565090630203,1,14
286.289608338848,528.826639056206,3,28
959.058710373938,146.608910523355,2,15
502.802018309012,257.039876654744,2,9
873.127253958955,607.592836488038,2,9
287.21559047699,63.7998466845602,3,33
142.347934423015,872.718711849302,3,33
960.452352883294,531.726772431284,2,15
910.821218276396,853.641244350001,2,15
567.662675399333,328.119072364643,2,9
417.198322014883,951.343628810719,3,21
856.606198241934,336.64347208105,2,15
715.161937754601,388.553092023358,1,5
933.729410870001,35.1801663637161,1,28
620.232882210985,248.922917759046,3,22
745.360154425725,24.5564267970622,2,28
349.777439376339,998.864706838503,3,46
200.958891306072,215.310075087473,1,30
823.479709913954,657.17649133876,2,15
653.463811147958,704.123826930299,2,21
56.856136303395,540.184212615713,3,14
352.111532585695,778.25904940255,3,40
707.258574431762,580.677838297561,2,15
980.622549541295,108.578827464953,1,16
774.063797434792,343.112768372521,1,30
151.563741732389,184.087284607813,1,38
221.366678364575,289.228330133483,1,31
451.015738304704,629.078364931047,1,31
360.064936568961,863.308056723326,2,4
569.050650577992,232.307428959757,2,29
320.107341744006,300.83005130291,1,31
709.933545906097,188.264158787206,2,44
927.747937850654,406.358756124973,2,23
223.905740771443,317.38139828667,2,44
366.530207917094,182.654469506815,2,23
514.290880644694,595.338839339092,2,36
741.319307591766,178.309178678319,2,30
498.60567250289,358.263630885631,1,7
801.844383357093,480.763767147437,2,15
412.861433112994,794.560849666595,3,31
142.790037207305,651.484328089282,2,7
59.6545313019305,580.933011835441,3,25
845.160102471709,560.519953258336,3,34
405.922721838579,193.139465525746,1,16
964.486943325028,846.741250483319,2,32
664.575273403898,350.873187649995,2,22
804.628145880997,97.664492437616,1,20
327.517056837678,330.349773168564,1,38
604.980370495468,534.591424744576,2,21
80.47930826433,836.084212409332,2,44
879.821139620617,486.407671589404,2,9
292.047077091411,879.389978712425,3,46
743.336173705757,206.889640772715,2,7
597.910269163549,585.754759609699,2,4
871.3014931418,151.052915956825,1,20
88.2352497428656,431.939118076116,3,30
278.119159163907,186.705281492323,1,9
900.669301161543,864.174152258784,3,45
916.147898649797,347.322357818484,2,36
981.986955506727,838.993747951463,2,1
952.306541381404,57.2083368897438,2,9
141.026989324018,248.204354662448,2,9
816.038217628375,150.499729672447,1,3
740.153449820355,872.867299476638,2,1
426.855337107554,841.557415900752,2,1
791.347909718752,455.653096316382,2,29
744.579548016191,934.900196269155,2,7
354.43685692735,672.61887085624,3,46
242.851205402985,158.807079540566,2,32
453.130612382665,738.315897760913,3,17
603.877928107977,564.333412097767,2,42
826.265336247161,264.733889140189,2,44
702.063912292942,684.656683122739,1,16
411.55588044785,397.161591099575,2,9
431.052878499031,158.401908352971,1,45
117.246253415942,687.069741310552,2,13
229.824033332989,737.754470435902,3,37
725.733937462792,290.018773404881,2,9
643.906065262854,49.3211299180984,1,9
193.9846156165,147.504256805405,2,15
714.388858759776,698.058908106759,2,9
251.704329624772,65.5081551522017,3,38
37.0990505907685,312.645014142618,1,14
775.798727292567,314.84065274708,2,32
547.848909394816,150.768139399588,1,41
835.767971817404,333.8800331112,2,39
829.185206443071,814.567542634904,3,42
931.487367488444,787.012757733464,2,9
267.597986152396,976.155882235616,3,45
790.794771164656,62.1498601976782,1,33
775.627954863012,403.806015616283,2,13
853.04697509855,39.8071818053722,2,47
216.465272707865,207.548507722095,2,32
84.0526681859046,893.720304127783,3,37
370.720454957336,336.600261740386,2,28
121.730471029878,994.070696178824,2,28
751.790369162336,104.618857847527,2,27
673.836434958503,697.475326713175,1,20
410.769918933511,578.496746951714,2,47
710.206042043865,790.122141828761,3,40
29.236929025501,237.979927565902,1,25
568.097970215604,300.422330154106,2,39
325.107857584953,419.043871108443,1,9
209.867384517565,690.129063092172,3,37
951.413587201387,352.7547349222,1,44
836.173659190536,147.805346176028,2,9
991.391711635515,652.541977586225,2,43
879.207752412185,153.438215842471,2,9
46.4810484554619,463.054530089721,3,34
399.457711027935,615.663092350587,3,40
534.584268229082,701.244477182627,2,15
396.745729958639,106.176560278982,2,17
813.418130623177,767.143076984212,2,43
912.610752740875,493.013369152322,2,45
549.701654352248,716.789960395545,1,21
852.725712349638,115.94203626737,2,11
622.593430103734,476.222332799807,2,28
987.089667469263,549.846567912027,2,15
845.306021859869,161.822245689109,1,42
70.7106478512287,781.735961791128,3,42
422.634285409003,249.641707167029,1,7
151.211789343506,768.363788723946,3,25
867.026433581486,18.5283098835498,2,32
565.45462179929,167.675808770582,2,21
631.983151193708,593.72995630838,3,30
106.779566500336,260.157303884625,1,7
889.983848435804,819.8122959584,2,46
546.295848907903,513.14304000698,3,33
278.733541723341,438.517486210912,1,42
884.453361155465,435.084441211075,2,42
795.477778185159,357.163141714409,2,21
242.547640111297,782.150076003745,3,33
212.847735499963,645.900869742036,1,14
615.4701015912,783.249820582569,2,11
860.451994230971,673.636180814356,2,22
669.052281416953,725.213227327913,2,19
513.793328311294,114.805334014818,2,23
734.920259099454,680.02967373468,2,27
31.6531423013657,587.444289820269,3,22
122.913798084483,829.131265636533,2,44
160.948646720499,256.904694484547,1,9
491.70722044073,391.669229371473,1,38
672.240592073649,995.554859982803,3,25
851.9247462973,475.564913358539,2,44
842.304777819663,821.530960965902,2,2
905.171519611031,938.368606148288,2,45
786.472713109106,964.482794050127,3,39
467.148800380528,724.206391256303,2,22
683.763163397089,336.173953022808,2,21
821.010986343026,587.825450347736,2,17
608.469392638654,935.22298685275,3,25
403.898152057081,91.3306311704218,2,9
298.081615706906,317.345705116168,3,40
637.241225223988,151.190681848675,1,17
639.305406017229,182.373686227947,2,35
90.0602370966226,196.977954590693,3,1
717.973651364446,56.1078903265297,2,15
664.890005253255,889.584497082978,2,32
399.544441141188,987.222261726856,2,12
207.721170270815,938.64778871648,3,33
187.782887602225,95.3590453136712,1,7
755.962594179437,428.496920969337,2,1
25.310501921922,192.725317552686,1,9
759.764292975888,604.506129864603,1,28
208.918419666588,98.2582210563123,1,14
609.628359787166,656.018802896142,2,4
136.492578312755,742.940028663725,2,9
114.547740668058,87.9367622546852,1,44
134.433759842068,35.4672619141638,2,35
739.810670027509,113.445102469996,1,20
119.667422026396,556.647427147254,3,28
272.266023326665,121.689846273512,1,28
618.871170794591,445.710790576413,3,34
84.2163087800145,268.313305685297,1,33
453.333731973544,526.76788973622,2,9
177.224890561774,536.021012812853,2,7
123.747023986652,56.7365235183388,1,11
714.725747471675,501.337106805295,2,9
291.37887340039,899.551775772125,3,47
995.277074864134,258.102605119348,2,13
376.267441082746,325.668636942282,2,15
405.171111226082,835.740194888785,3,34
906.485133105889,948.075324296951,3,38
754.127619322389,384.112513624132,2,45
87.9637135658413,811.927015660331,3,46
439.676683628932,59.3563723377883,1,29
660.488192457706,299.0996055305,3,17
589.99972557649,302.904865471646,1,40
129.452514927834,164.008305873722,2,12
251.860008109361,2.82452465035021,2,36
406.577092129737,211.581523064524,2,39
512.29706662707,559.846032643691,1,45
819.872287567705,815.817289520055,2,28
511.340223252773,207.036089617759,1,41
224.310066783801,542.613202240318,3,17
357.385866343975,27.7096938807517,1,28
290.212759980932,253.196951700374,3,18
13.6217146646231,222.004961920902,1,28
172.915740869939,491.421003127471,3,30
616.781799122691,919.565779389814,3,28
314.019041368738,772.481876658276,2,1
983.401827514172,471.419038716704,2,7
696.278467541561,928.434527246282,2,9
907.42124686949,540.499642491341,2,15
126.556834904477,85.1591180544347,1,38
453.758331248537,846.040930133313,3,33
499.88362705335,970.664513297379,3,34
70.7610831595957,289.926222292706,2,9
139.8893550504,194.258162984625,2,13
352.243007859215,767.723598983139,3,34
22.283912403509,15.6139959581196,2,9
71.4596493635327,617.197212064639,1,33
834.652529563755,172.759903827682,2,42
858.845828101039,100.795949110761,1,7
33.7829422205687,559.271915815771,2,22
110.075843753293,159.142766613513,1,7
529.749800683931,630.032832035795,3,45
1.12032983452082,385.243581840768,2,21
26.604764861986,757.943814154714,3,30
926.562406821176,81.9013258442283,1,5
609.322912991047,281.180425081402,3,42
763.614218682051,680.148110259324,2,11
978.6711,374.3641,2,43
670.684,490.0407,2,2
335.1644,388.4238,2,9
127.2959,178.2105,1,18
905.1672,472.8452,2,22
165.3152,474.1808,3,14
379.5269,347.6619,1,21
13.44303,347.6922,3,6
410.9946,732.075,3,30
723.5118,161.1567,2,13
303.8683,550.0684,3,29
244.7783,80.15336,1,5
840.0924,283.0025,2,22
132.8427,14.18163,1,30
546.5051,403.4085,2,36
910.1534,89.30135,2,13
11.12984,341.6417,3,33
100.7519,289.7483,2,23
963.2716,54.06717,1,21
179.2181,713.9935,3,2
148.3733,743.0748,2,47
787.0077,922.76,3,2
120.7569,36.85387,1,7
703.1823,751.1956,2,43
984.0349,861.8443,3,40
890.4341,860.1841,3,34
991.2357,905.3066,3,18
209.8545,353.1364,1,7
655.428,729.6585,2,15
912.0535,89.84689,1,26
575.1392,719.2475,2,15
38.80691,221.5522,3,28
471.1658,137.6444,2,47
497.9937,609.9348,3,1
929.722,665.757,1,25
665.3645,863.3685,2,32
527.0075,309.5001,1,41
583.3378,813.1387,2,9
626.1212,953.3299,3,33
47.83828,467.5162,3,25
733.4461,43.45755,1,5
881.9606,869.099,2,17
906.3783,929.1983,2,19
839.9542,637.2079,2,15
220.2404,574.0945,2,9
822.971,569.418,2,45
452.2195,670.8668,3,40
395.6319,611.2632,2,44
531.1166,918.8425,3,20
